"","(Intercept)","FinFSLdat_AnnEsts","FinWestSST_AnnEsts","FinWestSST_SummerDat","FSL_months_Apr","FSLdat_Spring","s(Ages)","SST_West_Months_Jul","SST_West_Months_Jun","SST_West_Months_Oct","SST_West_Months_Sep","WestSST_Spring","WestSST_Winter","df","logLik","AICc","delta","weight"
"1340",-8.31344289387201,-6.72685339743732,2.06023948008032,NA,4.29353607069005,5.60743691189631,"+",NA,NA,0.195719746774727,NA,-1.0429452000691,NA,11,-3293.09368426533,6608.41713354371,2.89286092949715,0.0119049179441668
"3964",-8.05996219229798,-7.19327446008617,1.79643104881109,NA,3.73850686223651,6.56831865195088,"+",0.546433914631613,NA,0.479267006916645,0.975240488167275,-1.86848255968887,-0.677323383879015,14,-3290.05228151687,6608.47105518033,2.94678256611223,0.0115882397483305
"1916",-10.625404174624,-7.82627642604538,2.05589934028041,NA,3.8327755540662,6.75105841093028,"+",0.16692389586968,NA,0.503889486352607,0.853793472939483,-2.20934973066633,NA,13,-3291.08066198375,6608.47867357518,2.95440096095808,0.0115441818212893
"1148",-9.08193790872543,-6.25596970062071,1.74820739471735,NA,3.82909234902955,5.35498397886182,"+",0.265414390022516,NA,NA,NA,-0.733816956178847,NA,11,-3293.12781767592,6608.4854003649,2.96112775067922,0.0115054194026832
"3132",-9.39850346438866,-6.92913212574796,1.98574948752649,NA,4.17705933547827,5.6796207707404,"+",NA,NA,NA,NA,-0.856946107072272,0.151665952829844,11,-3293.18192974186,6608.59362449678,3.06935188256011,0.0108993822229078
"2172",-5.65380427662797,-4.78765313344944,1.14089400766987,NA,3.11088271130806,4.78576144028962,"+",0.695742105045752,NA,NA,NA,NA,-0.690526086376395,11,-3293.22864434602,6608.68705370509,3.16278109087398,0.0104019314648143
"1980",-9.58401444957461,-8.11518948556188,2.16149032560842,NA,4.09245593234044,7.13925580794654,"+",NA,-0.12923835153876,0.472170388044563,0.986027977445104,-2.18238421936567,NA,13,-3291.26905786098,6608.85546532964,3.33119271541818,0.00956189275510756
"124",-7.91770538169481,-5.16627858226243,1.0004602072946,NA,2.41422916883412,5.07370666544358,"+",0.30138514340217,NA,NA,NA,NA,NA,10,-3294.37773179895,6608.94676794572,3.42249533150607,0.00913519363234007
"2812",-4.27742843443883,-6.59762448512784,0.955255255998154,NA,3.26755660710588,5.4845757074693,"+",1.47960626435718,0.682064119146862,NA,0.636716048554515,NA,-2.62679865437546,13,-3291.35557606349,6609.02850173466,3.5042291204436,0.00876939213295154
"2684",-4.74884559259495,-5.24281492641682,0.878039871177208,NA,2.70575884752555,5.48127922388381,"+",0.858749908841944,NA,NA,0.526919038754462,NA,-1.11916639419391,12,-3292.3989587966,6609.06969459667,3.5454219824569,0.00859062129324566
"3648",-13.6786226254161,-7.91579577050686,2.1341423252912,0.251227306909038,3.77139293432388,6.41519128380243,"+",NA,NA,NA,0.761554811759526,-1.52247594602024,-0.11016720680363,13,-3291.41816731131,6609.15368423029,3.62941161607068,0.00823732984999644
"3196",-7.39616428760772,-5.67342953976655,1.57747303079304,NA,3.75272841274167,5.09573630081402,"+",0.503263656322146,NA,NA,NA,-0.487318455035358,-0.39529430664722,12,-3292.44944473707,6609.17066647763,3.64639386340878,0.00816768177720069
"4092",-7.44448008721673,-7.74134978159306,1.74469857553036,NA,3.94122540647166,6.45468881405285,"+",0.928681364244905,0.383098953592577,0.438888831829141,0.992376134891986,-1.6874733131977,-1.57010737172149,15,-3289.38380075831,6609.18681549041,3.66254287619449,0.00810199732013242
"3772",-9.75972458555892,-8.11794888891607,1.99754651546117,NA,4.10509944707879,7.01864469866559,"+",NA,-0.162824130280928,NA,0.808434678130529,-1.37860191853577,0.0618055821712312,13,-3291.47625317808,6609.26985596383,3.7455833496133,0.00777248845282575
"2300",-5.45874055646167,-5.65912812885007,1.23219264351805,NA,3.5578172927579,4.68784325734633,"+",1.10161845581951,0.471702365529341,NA,NA,NA,-1.67138868647377,12,-3292.5042682052,6609.28031341389,3.75604079966797,0.0077319543112169
"572",-7.47575995219535,-6.03350782833734,1.11803844455452,NA,2.57051147714903,5.69117772533964,"+",NA,NA,NA,0.166202965833221,NA,NA,10,-3294.62159384934,6609.43449204651,3.91021943229225,0.00715829866391369
"3712",-11.9653436755484,-6.40977172552984,1.67812944264116,0.289387492357568,3.21040211985486,5.67540279424678,"+",0.569926736224512,NA,NA,0.771634242205793,-1.12869345172523,-0.73195199445186,14,-3290.53747739288,6609.44144693235,3.91717431813686,0.00713344932001777
"64",-9.53574917721896,-5.29868235055512,1.19820784540324,0.170252787994911,2.37212146302476,4.99171932271291,"+",NA,NA,NA,NA,NA,NA,10,-3294.65809294717,6609.50749024216,3.98321762794058,0.00690173782191792
"316",-8.02047207556738,-6.49020575956963,1.47265774784362,NA,3.41889980926242,5.63466909731671,"+",NA,NA,-0.207679742917823,NA,NA,NA,10,-3294.67982814581,6609.55096063945,4.02668802523294,0.00675334568750508
"2108",-6.98409520623184,-5.92545299332807,1.2912284439003,NA,2.98935428419101,5.46521769814005,"+",NA,NA,NA,NA,NA,-0.06134411878904,10,-3294.68714363853,6609.56559162489,4.04131901067376,0.00670412190392819
"1664",-14.6442173178452,-7.13640759544259,1.95307864247852,0.281995231165705,3.33729918633747,5.89585062974934,"+",0.156787041288982,NA,NA,0.633622090025458,-1.45199397202465,NA,13,-3291.64844669603,6609.61424299973,4.08997038551206,0.00654300708913418
"1212",-8.57777187602955,-6.9409999681769,2.01033757525904,NA,4.31468807126323,5.69813422894087,"+",NA,-6.25811503441919e-05,NA,NA,-0.777265092387268,NA,11,-3293.70431310568,6609.63839122442,4.1141186101986,0.00646448110623178
"1152",-14.2003934200294,-5.19119941266698,1.77116399320152,0.359540294954501,3.01992693791535,4.41278483854673,"+",0.289591615692854,NA,NA,NA,-0.889001260266302,NA,12,-3292.72972572645,6609.73122845638,4.20695584216628,0.00617126678852236
"1344",-13.1690511623682,-5.72280411603941,2.11385857176152,0.347290786648092,3.55115931365167,4.71235861666996,"+",NA,NA,0.228517124916491,NA,-1.24119021843721,NA,12,-3292.73223902147,6609.73625504642,4.21198243220533,0.00615577604899199
"3904",-14.0367879540051,-7.63037995839006,2.26311050975195,0.27111042990326,3.6002666022327,6.3778011427212,"+",NA,NA,0.48324365161126,0.900592962959433,-2.34622974196777,-0.0476322583382346,14,-3290.71374758663,6609.79398731985,4.26971470563058,0.00598062273779812
"3840",-11.4293355499091,-7.05993290979067,1.61880328293812,0.313229949464614,3.42226363286776,5.44374569524967,"+",1.10915267768619,0.535447915945169,NA,0.807343843632055,-0.974858124324836,-1.97564270645085,15,-3289.70968636687,6609.83858670754,4.31431409332617,0.00584873270088606
"4028",-9.71710119486437,-7.69456942795965,2.09111036545709,NA,3.90512953607399,6.99777396425504,"+",NA,-0.214951031257473,0.493776093488669,0.952580686522225,-2.19248229825748,0.187199978632765,14,-3290.74615309657,6609.85879833973,4.3345257255105,0.00578992413859313
"3324",-6.78815447013503,-6.11702301956039,1.53372207278556,NA,3.93096830698814,4.93844151216038,"+",0.868606576018421,0.365890594224221,NA,NA,-0.359410853744133,-1.23360041020067,13,-3291.80744717571,6609.93224395909,4.40797134487548,0.00558115854656036
"1728",-13.2041798427808,-7.48637022648178,2.05561845641607,0.250984043782619,3.64059681620305,6.35412830295617,"+",NA,-0.125276398488712,NA,0.775497853670141,-1.46549054287634,NA,13,-3291.82680395512,6609.97095751792,4.4466849037035,0.00547416416575796
"3136",-14.1936986020436,-5.99200900253363,2.02781208973214,0.33585851497655,3.45302877021094,4.82741732581216,"+",NA,NA,NA,NA,-1.01111245523872,0.162136387617864,12,-3292.85366177324,6609.97910054997,4.45482793574865,0.00545192133040419
"1404",-8.77633546689187,-5.83718646108321,1.77983668837182,NA,3.72252182973041,5.16936789244372,"+",0.306909977890227,NA,0.284701428397147,NA,-1.11341574222515,NA,12,-3292.85428787922,6609.98035276193,4.45608014770733,0.00544850891823766
"3968",-12.2799888482567,-6.06522650512735,1.79676558572689,0.311209443475644,3.01497733705472,5.61258418364221,"+",0.588472242752317,NA,0.500213864315462,0.915880350279566,-1.96854328133402,-0.687463405680145,15,-3289.78866279345,6609.9965395607,4.47226694648452,0.00540458992619731
"1920",-14.8036761650644,-6.7286770933583,2.06002843196285,0.305362144696937,3.12420293900505,5.81594011310568,"+",0.202594940617031,NA,0.524804428740139,0.793762291977142,-2.3125289394061,NA,14,-3290.83186682398,6610.03022579455,4.50595318033265,0.00531432211578695
"188",-6.23949155159172,-5.55817839563186,1.32154078425575,NA,3.11081784719618,5.4108799262464,"+",NA,-0.143584267854971,NA,NA,NA,NA,10,-3294.97409649763,6610.13949734309,4.615224728871,0.00503175931653045
"2176",-9.60069351772479,-3.58694335442416,1.04342011982256,0.317068255523881,2.24121158493532,3.85789528224164,"+",0.784768361125587,NA,NA,NA,NA,-0.797323911177408,12,-3292.95422091978,6610.18021884304,4.65594622882327,0.00493034486381263
"3388",-9.37252979317321,-6.65248733819441,2.03989239413207,NA,4.09840537880337,5.55740770179717,"+",NA,NA,0.248615131524122,NA,-1.2244127872751,0.208881435693257,12,-3292.95866413327,6610.18910527002,4.66483265579791,0.00490848688481043
"2682",4.05820983496588,-1.53421819761184,NA,NA,1.86762311600858,4.05848814586672,"+",1.05697490441564,NA,NA,0.805227482797783,NA,-1.17821409590416,11,-3294.03808094979,6610.30592691264,4.78165429842375,0.00462999090113987
"3200",-12.5294673447236,-4.49861151933777,1.58179054614774,0.374156404495431,2.90192445214919,4.08553503920221,"+",0.555701022622089,NA,NA,NA,-0.620551210455669,-0.440622178643821,13,-3292.00633627263,6610.33002215292,4.80574953870564,0.00457454519455061
"1588",-8.49815235753647,-6.55363276581834,1.65121445098928,NA,NA,8.12588815012242,"+",NA,NA,NA,0.775295625383412,-1.07524843402431,NA,10,-3295.07965040131,6610.35060515044,4.82633253622043,0.0045277076957939
"1788",-9.52169260265568,-7.51062337878804,1.82027412719041,NA,3.83806945908564,6.70133939571685,"+",0.178926488233085,-0.17461834030379,NA,0.759194840413309,-1.26009644885221,NA,13,-3292.027244584,6610.37183877567,4.84756616145296,0.00447989214511077
"3260",-8.96946595795209,-6.23870802385565,1.8570833833598,NA,3.9293680896488,5.54382483798327,"+",NA,-0.186519082233307,NA,NA,-0.785446887609828,0.376660421759892,12,-3293.09047346161,6610.45272392671,4.92845131249396,0.00430232853485583
"2304",-9.94818817137688,-4.46122216344563,1.13918978269479,0.363942759491096,2.65206719912132,3.60251460257003,"+",1.28783079160313,0.569348360958941,NA,NA,NA,-1.99703782252,13,-3292.09225026016,6610.50185012799,4.97757751376957,0.00419793734039877
"52",-5.94131005069809,-4.60394938269683,1.21962391751229,NA,NA,6.44186177119517,"+",NA,NA,NA,NA,NA,NA,8,-3297.20629453164,6610.53758906327,5.0133164490544,0.00412358869864731
"1984",-13.2921663621961,-7.29472761131875,2.20031475153971,0.266822218991678,3.53214066273513,6.3841212937374,"+",NA,-0.119317351642888,0.485558572831541,0.941303359711801,-2.28813918770073,NA,14,-3291.11410878926,6610.59470972512,5.07043711089773,0.00400748353386184
"4096",-11.8225796395784,-6.61758765038868,1.73872429298753,0.328421707221833,3.20232905185446,5.43223070254513,"+",1.01961560512087,0.429762977271724,0.456080528643589,0.931818393517894,-1.77100627938322,-1.68957387426631,16,-3289.0745298335,6610.62458414252,5.10031152830379,0.00394806777348304
"2816",-7.8637242898543,-5.57497064377666,0.912891274658598,0.280551703930855,2.60009370593919,4.56362764376928,"+",1.583145588622,0.73507835780315,NA,0.569322454237113,NA,-2.77670566773219,14,-3291.16670884916,6610.69990984492,5.17563723069907,0.00380213760711938
"2810",5.03625724542047,-2.34210316487114,NA,NA,2.25097508916556,3.96279570477926,"+",1.55826096767463,0.535666892093923,NA,0.910678948582215,NA,-2.36630440411363,12,-3293.22281340894,6610.71740382136,5.19313120714651,0.003769025381486
"3452",-7.34767703454067,-5.37446547279001,1.62893859473362,NA,3.66700317376117,4.9633510050892,"+",0.508666939193317,NA,0.256505497432236,NA,-0.862470746539329,-0.342141063466657,13,-3292.21478424441,6610.74691809649,5.22264548226849,0.00371381374031632
"2044",-9.33693853634738,-7.18199417900552,1.92063141770828,NA,3.68049643716858,6.6918691064942,"+",0.221950497436685,-0.178657206630737,0.507561222892285,0.920483421443406,-2.08427005082389,NA,14,-3291.25769407005,6610.8818802867,5.35760767247757,0.00347147027944074
"1844",-8.36236661265863,-6.43093355026202,1.80340540892299,NA,NA,8.183869462347,"+",NA,NA,0.498986293223776,0.951093289672472,-1.91975920676725,NA,11,-3294.330754417,6610.89127384705,5.36700123283208,0.00345520377664318
"2688",-7.8259103029289,-4.28498782344474,0.836982310768824,0.238248978293124,2.10188069874447,4.69898079185574,"+",0.905691089470641,NA,NA,0.462435695914356,NA,-1.14694079959959,13,-3292.3032960552,6610.92394171807,5.39966910385101,0.00339922512143018
"3328",-12.1125480421362,-4.95841681127213,1.52961639203388,0.396880678660729,3.06366341252355,3.83576714273983,"+",0.996453995211298,0.438209048901184,NA,NA,-0.47542693757314,-1.44740192439832,14,-3291.29208757109,6610.95066728877,5.42639467455592,0.00335410414812168
"128",-10.7317274790422,-4.41860996795439,0.92244959889835,0.207591479332208,1.77434990728933,4.49539496675858,"+",0.319746381394459,NA,NA,NA,NA,NA,11,-3294.36795080589,6610.96566662484,5.44139401061784,0.00332904357093523
"2236",-6.58917877052494,-4.87701260342988,1.16900428956987,NA,2.7325577730708,5.26142134436641,"+",NA,-0.322241493656874,NA,NA,NA,0.358028962890523,11,-3294.37876414418,6610.98729330141,5.46302068719706,0.00329323942665973
"1580",-7.48652349851641,-0.811385565449559,1.82537037634709,NA,4.75978528350546,NA,"+",NA,NA,NA,0.618743343169022,-1.30393283242984,NA,10,-3295.40743466857,6611.00617368496,5.48190107074333,0.00326229689641926
"1216",-13.2793616317759,-6.02335710860188,2.0546393874421,0.331909277485523,3.60908188421819,4.85845846535637,"+",NA,0.00204043660826222,NA,NA,-0.926331452874004,NA,12,-3293.38728214702,6611.04634129753,5.52206868331359,0.00319743111375042
"3776",-13.335593354583,-7.25656166338162,2.0159634287111,0.255130559855919,3.53549779509325,6.26643613466237,"+",NA,-0.170203383449968,NA,0.753251965625425,-1.45303473545467,0.0982158866948615,14,-3291.34551043076,6611.05751300812,5.53324039390645,0.00317962051624907
"1408",-14.2306570967285,-4.62451123017789,1.80961755421167,0.386616647883368,2.83517062481503,4.12621166184454,"+",0.339611457115961,NA,0.330704024307594,NA,-1.34161700250408,NA,13,-3292.37196611774,6611.06128184316,5.53700922894132,0.00317363442556794
"2620",-6.68315901443405,-6.29278258882309,1.17543820536358,NA,2.76879792044662,5.90009817996201,"+",NA,NA,NA,0.268079247157924,NA,-0.204396797769166,11,-3294.45081427912,6611.13139357129,5.60712095706731,0.00306430740110655
"636",-8.01466266174942,-5.29832784105239,0.933674264167356,NA,2.2544056714162,5.24071601726881,"+",0.285782803870746,NA,NA,0.100622441707517,NA,NA,11,-3294.45514288864,6611.14005079033,5.61577817610942,0.0030510718772879
"1592",-14.6618227844352,-5.66139946448807,1.78919857755802,0.418105307169882,NA,6.71371557384471,"+",NA,NA,NA,0.701128489170608,-1.27790146722346,NA,11,-3294.46558169599,6611.16092840504,5.63665579081953,0.00301938798447332
"252",-6.52544996999659,-4.51639805532889,1.05041429596388,NA,2.66464679505446,4.93025786982974,"+",0.372573040039874,-0.217597682348514,NA,NA,NA,NA,11,-3294.48111055657,6611.19198612619,5.66771351197167,0.00297286250820156
"1068",-6.19320058329301,-0.65805039900429,1.80507967999348,NA,4.76247303076606,NA,"+",NA,NA,NA,NA,-0.747544813512936,NA,9,-3296.51873146584,6611.1938486832,5.66957606898541,0.0029700952339953
"2428",-5.72500107815355,-4.83716472777916,1.15523964545696,NA,3.14008053657787,4.80445383645798,"+",0.688009020973832,NA,-0.0128893535303069,NA,NA,-0.68173128559425,12,-3293.48746053626,6611.246698076,5.7224254617804,0.0028926392515866
"1276",-8.40308144756556,-5.87144173242877,1.67533302601902,NA,3.75127977969197,5.26509065020877,"+",0.297290724397804,-0.0838455288184681,NA,NA,-0.643365524194183,NA,12,-3293.49814022792,6611.26805745933,5.74378484511271,0.00286191113176036
"828",-8.53139773070566,-6.87842863565796,1.33038148414936,NA,3.09889110728237,6.04713677226281,"+",NA,NA,-0.259300774995042,0.249444265123739,NA,NA,11,-3294.54181958101,6611.31340417507,5.78913156084946,0.0027977520954338
"380",-8.40935426386601,-5.69664105088184,1.19215172619351,NA,2.86673793840913,5.25241249559287,"+",0.268979493725566,NA,-0.153594279585252,NA,NA,NA,11,-3294.56749680914,6611.36475863133,5.84048601711129,0.0027268280399632
"1468",-8.42974451967676,-6.77282307563684,2.06757072259741,NA,4.29657594909885,5.61414529107224,"+",NA,0.01341704094627,0.198134665404895,NA,-1.05989264204534,NA,12,-3293.56387759421,6611.39953219191,5.87525957768958,0.00267982706181383
"700",-5.94442647818361,-5.65498843377418,1.09816528309443,NA,2.64815581909838,5.89444400206689,"+",NA,-0.248082064412577,NA,0.347748544581575,NA,NA,11,-3294.59691813568,6611.42360128441,5.89932867019343,0.00264776984303611
"3392",-14.4634566820622,-5.61349753817425,2.09301581948393,0.356875934643538,3.31676833405974,4.63279030414261,"+",NA,NA,0.287398939578598,NA,-1.44553733912108,0.228921924690548,13,-3292.56878093265,6611.45491147296,5.93063885874562,0.00260664153030913
"320",-10.9416151286073,-5.85215676508729,1.4373809775962,0.211300658074449,2.86618412274644,5.09329176014969,"+",NA,NA,-0.234396276757803,NA,NA,NA,11,-3294.65922478567,6611.54821458439,6.02394197017657,0.00248783055343037
"116",-7.00248551256037,-3.98481182658699,0.920816633713023,NA,NA,5.79075039492222,"+",0.368401304860344,NA,NA,NA,NA,NA,9,-3296.6959599962,6611.54830574393,6.02403312970819,0.00248771716128058
"4032",-13.6045070842914,-6.74131101086855,2.11474231406501,0.277485211765039,3.27788608660496,6.17883376974716,"+",NA,-0.224992533229809,0.512835613417256,0.898125134626273,-2.30484354944631,0.231640236948256,15,-3290.56549615419,6611.55020628219,6.02593366796737,0.00248535428332187
"3068",-4.49656134291795,-6.75357238549545,0.997353169790154,NA,3.35192591702349,5.55506218270787,"+",1.45192486516238,0.676629101074832,-0.04183089593725,0.643365084844623,NA,-2.59245491975107,14,-3291.59585114722,6611.55819444104,6.0339218268191,0.00247544737856522
"2940",-5.07465853082953,-5.49549737597381,0.942767194368602,NA,2.84041347770794,5.58816772824178,"+",0.824296482396872,NA,-0.0634154845606277,0.538332879095789,NA,-1.08534367841657,13,-3292.62949827326,6611.57634615419,6.05207353997503,0.00245308221820512
"3580",-6.84834617521523,-5.78530227473951,1.58545832631876,NA,3.82736395829675,4.85053011714109,"+",0.812311751328739,0.304861715759361,0.221253750011187,NA,-0.704375004527122,-1.04789056920215,14,-3291.60906768364,6611.58462751388,6.06035489965961,0.00244294579044636
"1848",-14.6890081384143,-5.5105501266165,1.95004018650491,0.429448092980528,NA,6.7352638378687,"+",NA,NA,0.515050694203658,0.880575442290469,-2.15510152557781,NA,12,-3293.67248378009,6611.61674456366,6.09247194944419,0.00240402899413721
"576",-9.27082345513815,-5.52816929254222,1.10730913438551,0.138067087394372,2.23510151547989,5.26430310603561,"+",NA,NA,NA,0.12705959560216,NA,NA,11,-3294.69455173921,6611.61886849148,6.09459587725723,0.00240147735722815
"122",4.67581482535321,0.566323544167507,NA,NA,1.76839510494798,2.43504964599991,"+",0.596150855183805,NA,NA,NA,NA,NA,9,-3296.7332698807,6611.62292551291,6.09865289869595,0.00239661087219399
"1076",-6.24683933242577,-4.80213336205256,1.56521820188342,NA,NA,6.78937687483915,"+",NA,NA,NA,NA,-0.360250402580271,NA,9,-3296.74471428499,6611.6458143215,6.12154170728263,0.00236933943874809
"2112",-9.26376789932779,-5.34156982863136,1.24794439718925,0.175501653581042,2.49940336506927,4.99979104545761,"+",NA,NA,NA,NA,NA,-0.0758736961390428,11,-3294.73486185163,6611.69948871631,6.17521610209133,0.00230659866737641
"1836",-7.28831180518537,-0.580496667404259,1.95677298752005,NA,4.69195940073511,NA,"+",NA,NA,0.464296377451045,0.781300192894414,-2.08133771051025,NA,11,-3294.74939056355,6611.72854614016,6.20427352593742,0.002273329027543
"44",-5.02499064334273,0.101304769017662,1.08105351755819,NA,3.35556424682984,NA,"+",NA,NA,NA,NA,NA,NA,8,-3297.8100598806,6611.7451197612,6.22084714698394,0.00225456822161722
"3456",-12.782754446112,-4.07719254863294,1.64231473575714,0.396787080029329,2.74998949045627,3.8693008318182,"+",0.565216181853653,NA,0.300508130150312,NA,-1.06809280233127,-0.381118925100572,14,-3291.69955034617,6611.76559283894,6.24132022472349,0.00223160696876328
"2364",-7.86185383066652,-6.50883379337872,1.49219835630045,NA,3.47420118853496,5.64191036080135,"+",NA,NA,-0.20496497529845,NA,NA,-0.0331389578357053,11,-3294.7717414697,6611.77324795245,6.24897533823423,0.00222308169233243
"3706",3.60518993537164,-1.64709041974441,NA,NA,1.82939085045981,4.07930041502837,"+",1.07076481387914,NA,NA,0.752127151090184,0.101167511798666,-1.21077816682611,12,-3293.764654022,6611.80108504749,6.27681243327606,0.00219235396289765
"3264",-13.7955428563882,-5.26369227112081,1.89427797693603,0.339257476497518,3.1878204435,4.67741193275908,"+",NA,-0.194194178551087,NA,NA,-0.938231554366573,0.396494807805237,13,-3292.75243024746,6611.82221010259,6.29793748837437,0.002169319031477
"2556",-5.41002232304788,-5.62768316100323,1.22247181487146,NA,3.53892364903477,4.67438080028268,"+",1.1085003120488,0.473392201246632,0.00909132017500256,NA,NA,-1.68103263148245,13,-3292.75899435725,6611.83533832218,6.31106570796328,0.00215512601639166
"1080",-13.6864083549897,-3.95711921957278,1.73575611732832,0.487597852240245,NA,5.29169321640727,"+",NA,NA,NA,NA,-0.676365090291387,NA,10,-3295.83063214768,6611.85256864319,6.32829602897345,0.00213663900846555
"2686",-0.306408815774005,-0.55282675671436,NA,0.298070134801089,1.16114795639187,3.16300107577981,"+",1.10410935619704,NA,NA,0.708273266124099,NA,-1.20952807617779,12,-3293.81037092737,6611.89251885822,6.36824624400106,0.00209438285518084
"2676",-4.16142582619827,-4.17107715655583,0.726540793917274,NA,NA,6.38709873438289,"+",0.866308782044244,NA,NA,0.604456885337309,NA,-1.03222735236711,11,-3294.86047606529,6611.95071714363,6.42644452941204,0.0020343162908001
"3516",-8.86725521809283,-5.81314737537376,1.89560647658045,NA,3.79964098509586,5.38452580902938,"+",NA,-0.218133274632747,0.277178480449281,NA,-1.1829912838502,0.478568862074012,13,-3292.81992370943,6611.95719702654,6.43292441231733,0.00202773589093321
"3834",4.12086471413782,-2.720049943915,NA,NA,2.21630268009552,3.99777618957035,"+",1.66168306197333,0.61181998294008,NA,0.80189289269804,0.235828735926195,-2.61121587203749,13,-3292.83420763107,6611.98576486981,6.46149225559475,0.00199897774884679
"3700",-5.99346321715266,-5.22010197880293,1.17151322110524,NA,NA,7.27568337572544,"+",0.671160927632466,NA,NA,0.808743794289041,-0.643250442734802,-0.769541096813214,12,-3293.87721021906,6612.02619744161,6.50192482739567,0.001958971593631
"56",-10.5660556276872,-3.94734721286264,1.13414128931791,0.314343531092224,NA,5.27990989146252,"+",NA,NA,NA,NA,NA,NA,9,-3296.9418112134,6612.04000817833,6.51573556410949,0.001945490771765
"1792",-13.3621047827964,-6.53435711444613,1.82282110505141,0.278391947466524,3.20084807032384,5.85030483781854,"+",0.208812231160702,-0.171136543877884,NA,0.697191109639914,-1.32565687024817,NA,14,-3291.84355796398,6612.05360807456,6.5293354603391,0.00193230641274073
"1072",-12.4671677363215,-0.660422445724824,1.89669538293428,0.413631457035986,3.80006599894874,NA,"+",NA,NA,NA,NA,-0.936110240697282,NA,10,-3295.93154578642,6612.05439592067,6.53012330645379,0.0019315453825944
"2164",-5.12055059226347,-3.44907902625694,1.00828037647136,NA,NA,5.73040711604802,"+",0.676423576949252,NA,NA,NA,NA,-0.514136934949253,10,-3295.94234145658,6612.07598726098,6.5517146467655,0.00191080520922068
"2814",0.22527494393187,-1.33885676357373,NA,0.337500654286989,1.50226156619045,2.93607857228908,"+",1.67862334158587,0.607252524377342,NA,0.814991315190629,NA,-2.56055272220291,13,-3292.88929094132,6612.09593149032,6.57165887610154,0.00189184513371006
