1978,22.169,15.554,16.6295,18.50833333,18.965,19.73966667,20.149,16.42866667,15.31366667,15.304,13,19.569,17.71933333,19.382,21.61166667,15.78166667,22.44033333,18.74566667,23.20633333,16.30566667,20.49733333,16.79733333,15.95733333,15.76533333
1977,15.09233333,15.01566667,20.3425,19.317,21.413,20.834,18.248,15.31366667,16.269,16.16833333,13.765,19.22366667,18.40933333,18.75066667,22.39533333,16.619,14.22066667,19.44733333,23.89166667,19.03466667,19.799,17.497,16.30433333,11.82433333
1976,18.89233333,18.80033333,24.7105,19.17733333,18.145,15.83633333,17.08433333,16.269,16.26766667,18.41833333,13.417,21.31433333,21.83466667,19.68133333,25.115,16.40266667,17.82566667,18.68466667,22.16866667,16.99866667,21.17933333,19.978,16.96566667,15.321
1975,17.95766667,17.426,16.7455,16.04466667,20.126,18.57566667,12.65766667,16.26766667,15.26333333,15.18,12.71633333,23.74433333,17.36166667,21.32,25.05466667,13.26833333,18.33466667,16.48433333,21.259,15.09966667,22.14233333,19.04866667,16.26066667,12.86133333
1974,20.85733333,18.94233333,20.5685,17.20966667,25.477,17.357,19.30666667,15.26333333,15.99833333,21.731,12.276,20.945,16.77266667,16.43033333,19.357,16.21,18.85766667,19.39933333,21.45033333,15.77733333,18.55766667,15.79833333,19.71233333,11.96133333
1973,23.78266667,14.15533333,22.7215,18.03466667,26.68466667,17.58666667,20.82433333,15.99833333,15.70833333,20.85466667,13.072,26.43433333,17.34033333,17.41733333,20.99133333,17.74,19.21133333,20.50566667,26.44733333,15.626,20.239,16.85466667,19.50933333,12.54733333
1972,23.00766667,15.017,19.6905,18.619,22.57433333,18.87333333,15.34666667,15.70833333,19.67766667,17.217,12.90966667,21.406,22.702,20.963,18.91333333,15.157,17.83633333,22.55133333,23.61733333,15.963,20.583,17.17166667,,14.68333333
1971,32.75433333,17.41,25.9895,19.84366667,23.78466667,21.58,19.97166667,19.67766667,15.96233333,15.658,13.32433333,27.401,17.575,,20.21433333,16.357,18.82666667,17.28566667,22.23766667,18.729,23.453,20.02733333,,11.56666667
1970,,15.909,29.3345,21.888,33.312,20.73066667,19.65366667,15.96233333,20.04033333,19.602,13.109,19.03366667,17.692,,29.05233333,14.365,17.27,21.192,29.294,18.93333333,17.65233333,16.715,,11.20566667
1969,,21.824,27.7955,23.48766667,27.87133333,19.353,20.04833333,20.04033333,19.92233333,20.252,12.544,18.84566667,22.90566667,,20.35133333,13.81266667,18.65633333,27.26166667,24.78366667,17.675,22.28533333,15.411,,12.94733333
1968,,16.456,35.7825,22.89133333,41.83933333,21.04333333,23.17733333,19.92233333,16.01933333,,13.214,21.781,21.80066667,,22.31833333,16.332,18.141,,27.83433333,15.96733333,18.24566667,18.97166667,,13.01566667
1967,,17.33666667,,29.398,38.91766667,20.961,16.42133333,16.01933333,16.746,,13.34666667,19.492,30.27166667,,33.569,,20.42366667,,37.66533333,15.63766667,23.69066667,17.36666667,,14.39633333
1966,,21.37866667,,31.858,40.44333333,21.29233333,19.365,16.746,17.516,,11.736,18.855,27.11466667,,25.30966667,,21.786,,41.633,16.352,24.21966667,17.92566667,,12.79
1965,,20.01533333,,33.68433333,66.522,25.45066667,18.17466667,17.516,16.084,,12.445,17.949,25.836,,34.038,,15.6495,,41.55433333,14.52366667,31.081,18.599,,14.33433333
1964,,18.97366667,,28.46366667,56.60133333,25.73433333,16.30066667,16.084,17.19033333,,12.49633333,21.24466667,,,41.322,,19.4825,,,13.57033333,37.29033333,14.6795,,14.05666667
1963,,17.79866667,,41.92166667,,19.055,16.97466667,17.19033333,16.749,,13.04266667,18.18466667,,,45.092,,,,,13.109,,28.477,,14.122
1962,,17.817,,36.555,,16.67566667,19.56366667,16.749,18.624,,11.58533333,21.70733333,,,,,,,,19.538,,17.746,,12.629
1961,,24.74166667,,,,21.141,21.62433333,18.624,17.65166667,,13.01633333,20.365,,,,,,,,23.00766667,,24.056,,14.437
1960,,21.076,,,,20.20033333,21.28433333,17.65166667,20.60233333,,12.83233333,23.14066667,,,,,,,,16.18233333,,,,17.96133333
1959,,23.06333333,,,,19.31,15.728,20.60233333,22.80566667,,11.465,29.84433333,,,,,,,,18.89633333,,,,15.58
1958,,29.29533333,,,,22.52,20.33533333,22.80566667,29.07133333,,9.813333333,22.71,,,,,,,,26.42766667,,,,15.04266667
1957,,28.089,,,,29.6545,21.72,29.07133333,21.48866667,,11.79933333,,,,,,,,,27.9,,,,19.878
1956,,24.54833333,,,,29.778,19.06866667,21.48866667,34.689,,11.36833333,,,,,,,,,25.187,,,,15.984
1955,,22.67633333,,,,,15.41133333,34.689,37.438,,12.02,,,,,,,,,35.80766667,,,,20.49233333
1954,,,,,,,16.29333333,37.438,,,11.763,,,,,,,,,43.68666667,,,,20.05766667
1953,,,,,,,19.944,,,,13.09366667,,,,,,,,,,,,,26.62466667
1952,,,,,,,20.61166667,,,,12.938,,,,,,,,,,,,,26.732
1951,,,,,,,25.00266667,,,,14.473,,,,,,,,,,,,,27.3925
1950,,,,,,,24.73766667,,,,15.59366667,,,,,,,,,,,,,
1949,,,,,,,29.625,,,,15.11666667,,,,,,,,,,,,,
1948,,,,,,,36.438,,,,13.5485,,,,,,,,,,,,,
1947,,,,,,,,,,,16.159,,,,,,,,,,,,,
