"","Year","WestSST_Annual","WestSST_Winter","WestSST_Spring","SST_West_Months_Jun","SST_West_Months_Jul","SST_West_Months_Sep","SST_West_Months_Oct","LagWestSST_Spring","LagSST_West_Months_Oct","LagSST_West_Months_Nov","LagSST_West_Months_Dec","FinWestSST_AnnEsts","FinWestSST_SummerDat","FinWestSST_SpringDat","LagFinWestSST_AnnEsts","LagFinWestSST_SpringDat","FSLdat_Spring","FSL_months_Apr","FinFSLdat_AnnEsts","FishName","OtoWidth","Ages","Site","FSLann","FSLsumm","FSLaut","FSLwin","FSLspr","TannS","TsummS","TautS","TwinS","TsprS","TannW","TsummW","TautW","TwinW","TsprW"
"11",1955,19.6125,18.5533333333333,18.1133333333333,18.95,18.86,17.92,17.84,18.1133333333333,17.7,18.49,19.53,19.5833333333333,20.6033333333333,17.8666666666667,19.5833333333333,17.8666666666667,0.751666666666667,0.849,0.789416666666667,"X060251",27.467,5,"West",0.797166666666667,0.746,0.823,0.868,0.751666666666667,18.4075,19.62,19.75,17.39,16.87,19.6125,20.6333333333333,21.15,18.5533333333333,18.1133333333333
"12",1955,19.6125,18.5533333333333,18.1133333333333,18.95,18.86,17.92,17.84,18.1133333333333,17.7,18.49,19.53,19.5833333333333,20.6033333333333,17.8666666666667,19.5833333333333,17.8666666666667,0.751666666666667,0.849,0.789416666666667,"X060180",21.54833333,3,"West",0.797166666666667,0.746,0.823,0.868,0.751666666666667,18.4075,19.62,19.75,17.39,16.87,19.6125,20.6333333333333,21.15,18.5533333333333,18.1133333333333
"13",1955,19.6125,18.5533333333333,18.1133333333333,18.95,18.86,17.92,17.84,18.1133333333333,17.7,18.49,19.53,19.5833333333333,20.6033333333333,17.8666666666667,19.5833333333333,17.8666666666667,0.751666666666667,0.849,0.789416666666667,"X060149",12.196,18,"West",0.797166666666667,0.746,0.823,0.868,0.751666666666667,18.4075,19.62,19.75,17.39,16.87,19.6125,20.6333333333333,21.15,18.5533333333333,18.1133333333333
"14",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060089",14.06766667,17,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"15",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060180",18.43366667,4,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"16",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060254",12.37233333,10,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"17",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060251",22.5525,6,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"18",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060149",16.90833333,19,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"19",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060267",28.16566667,7,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"20",1956,19.4108333333333,18.11,17.8666666666667,18.76,18.17,17.41,17.7,17.8666666666667,18.14,18.91,20.4,19.5125,20.8166666666667,18.2533333333333,19.5125,18.2533333333333,0.672666666666667,0.768,0.729583333333333,"X060264",45.905,2,"West",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"21",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060117",28.108,1,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"22",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060264",36.777,3,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"23",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060267",20.30033333,8,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"24",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060254",17.37433333,11,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"25",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060251",21.007,7,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"26",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060089",19.45133333,18,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"27",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060180",22.52866667,5,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"28",1957,19.7433333333333,18.7133333333333,18.2533333333333,19.83,18.77,17.71,18.14,18.2533333333333,18.48,19.16,20.57,20.035,20.54,18.7766666666667,20.035,18.7766666666667,NA,0.696,NA,"X060149",13.673,20,"West",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"29",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060089",20.962,19,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"30",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060264",25.81733333,4,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"31",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060149",16.299,21,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"32",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060117",26.381,2,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"33",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060180",22.615,6,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"34",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060251",20.2205,8,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"35",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060267",19.53233333,9,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"36",1958,20.25,19.0266666666667,18.7766666666667,19.93,18.93,18.69,18.48,18.7766666666667,18.85,19.58,19.94,20.18,21.51,19.2,20.18,19.2,0.646666666666667,0.619,0.717916666666667,"X060254",15.21366667,12,"West",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"37",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060254",12.82166667,13,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"38",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060089",16.29866667,20,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"39",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060149",12.044,22,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"40",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060267",19.89933333,10,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"41",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060117",25.814,3,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"42",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060251",29.023,9,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"43",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060264",28.664,5,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"44",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060091",51.934,1,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"45",1959,20.3958333333333,19.7866666666667,19.2,20.26,19.88,19.17,18.85,19.2,18.72,19.57,20.44,19.9058333333333,21.1466666666667,18.6333333333333,19.9058333333333,18.6333333333333,0.625333333333333,0.819,0.682166666666667,"X060180",17.01333333,7,"West",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"46",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060089",19.046,21,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"47",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060117",21.263,4,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"48",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060267",19.334,11,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"49",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060254",11.28433333,14,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"50",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060251",21.504,10,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"51",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060149",14.06866667,23,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"52",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060141",23.275,1,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"53",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060253",26.213,1,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"54",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060180",20.46,8,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"55",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060264",25.22066667,6,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"56",1960,19.545,18.33,18.6333333333333,19.02,18.25,17.61,18.72,18.6333333333333,18.32,18.99,19.44,20.0816666666667,20.49,18.4633333333333,20.0816666666667,18.4633333333333,0.597333333333333,0.761,0.683416666666667,"X060091",36.395,2,"West",0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,18.2983333333333,19.5633333333333,19.3033333333333,16.9666666666667,17.36,19.545,20.6566666666667,20.56,18.33,18.6333333333333
"57",1961,19.9341666666667,18.3266666666667,18.4633333333333,19.27,18.2,18.08,18.32,18.4633333333333,17.93,19.17,19.98,20.0166666666667,21.58,18.5133333333333,20.0166666666667,18.5133333333333,0.571,0.687,0.700833333333333,"X060251",27.6875,11,"West",0.669916666666667,0.659,0.729666666666667,0.72,0.571,18.84,20.21,20.43,17.4566666666667,17.2633333333333,19.9341666666667,21.2466666666667,21.7,18.3266666666667,18.4633333333333
"58",1961,19.9341666666667,18.3266666666667,18.4633333333333,19.27,18.2,18.08,18.32,18.4633333333333,17.93,19.17,19.98,20.0166666666667,21.58,18.5133333333333,20.0166666666667,18.5133333333333,0.571,0.687,0.700833333333333,"X060089",18.951,22,"West",0.669916666666667,0.659,0.729666666666667,0.72,0.571,18.84,20.21,20.43,17.4566666666667,17.2633333333333,19.9341666666667,21.2466666666667,21.7,18.3266666666667,18.4633333333333
"59",1961,19.9341666666667,18.3266666666667,18.4633333333333,19.27,18.2,18.08,18.32,18.4633333333333,17.93,19.17,19.98,20.0166666666667,21.58,18.5133333333333,20.0166666666667,18.5133333333333,0.571,0.687,0.700833333333333,"X060115",30.396,1,"West",0.669916666666667,0.659,0.729666666666667,0.72,0.571,18.84,20.21,20.43,17.4566666666667,17.2633333333333,19.9341666666667,21.2466666666667,21.7,18.3266666666667,18.4633333333333
