"","Year","SouthSST_Annual","SST_South_Months_Jun","LagSouthSST_Spring","LagSST_South_Months_Sep","LagSST_South_Months_Nov","FinSouthSST_AnnEsts","LagFinSouthSST_AnnEsts","LagFinSouthSST_SpringDat","FSLdat_Annual","FSLdat_Summer","FSLdat_Autumn","FSLdat_Spring","FSL_months_Jan","FSL_months_Feb","FSL_months_Mar","FSL_months_Apr","FSL_months_May","FSL_months_Oct","LagFSLdat_Annual","LagFSLdat_Summer","LagFSLdat_Autumn","LagFSLdat_Winter","LagFSLdat_Spring","LagFSL_months_Feb","LagFSL_months_Apr","LagFSL_months_May","LagFSL_months_Jun","LagFSL_months_Jul","LagFSL_months_Aug","LagFSL_months_Sep","LagFSL_months_Oct","LagFSL_months_Nov","FinFSLdat_AnnEsts","FinFSLdat_SummerDat","FinFSLdat_AutumnDat","FinFSLdat_SpringDat","LagFinFSLdat_AnnEsts","LagFinFSLdat_SummerDat","LagFinFSLdat_AutumnDat","LagFinFSLdat_SpringDat","FishName","OtoWidth","Ages","Site","FSLann","FSLsumm","FSLaut","FSLwin","FSLspr","TannS","TsummS","TautS","TwinS","TsprS","TannW","TsummW","TautW","TwinW","TsprW"
"11",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X050099",11.36833333,10,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"12",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X040070",21.48866667,3,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"13",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X050085",34.689,2,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"14",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X040019",24.54833333,2,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"15",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X050263",25.187,3,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"16",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X040046",29.778,1,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"17",1956,17.525,17.29,16.2433333333333,15.94,16.94,17.6458333333333,17.6458333333333,16.3933333333333,0.744,0.697,0.780333333333333,0.672666666666667,0.744,0.694,0.728,0.768,0.845,0.67,0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,0.679,0.696,0.822,0.928,0.777,0.78,0.562,NA,0.562,0.729583333333333,0.731,0.780333333333333,NA,NA,0.669333333333333,0.739333333333333,0.646666666666667,"X040055",19.06866667,9,"South",0.744,0.697,0.780333333333333,0.826,0.672666666666667,18.4275,19.88,19.8566666666667,16.93,17.0433333333333,19.4108333333333,20.7533333333333,20.9133333333333,18.11,17.8666666666667
"18",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X050099",11.79933333,11,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"19",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X040019",28.089,3,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"20",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X040070",29.07133333,4,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"21",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X050085",21.48866667,3,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"22",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X040055",21.72,10,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"23",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X040046",29.6545,2,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"24",1957,17.9025,17.9,16.3933333333333,16.3,16.6,17.9616666666667,17.9616666666667,16.24,0.703363636363636,0.629333333333333,0.739333333333333,NA,0.676,0.679,0.7,0.696,0.822,NA,0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,0.567,0.619,0.753,0.758,0.872,0.713,0.727,0.626,0.727,NA,0.669333333333333,0.739333333333333,0.646666666666667,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,"X050263",27.9,4,"South",0.703363636363636,0.629333333333333,0.739333333333333,0.828333333333333,NA,18.5183333333333,19.94,19.9333333333333,17.37,16.83,19.7433333333333,20.83,21.1766666666667,18.7133333333333,18.2533333333333
"25",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X040055",20.33533333,11,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"26",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X050099",9.813333333,12,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"27",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X040046",22.52,3,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"28",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X050263",26.42766667,5,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"29",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X050103",22.71,1,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"30",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X040019",29.29533333,4,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"31",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X040070",22.80566667,5,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"32",1958,17.7083333333333,17.4,16.24,16.56,16.85,17.5158333333333,17.5158333333333,16.6666666666667,0.68475,0.639666666666667,0.671666666666667,0.646666666666667,0.614,0.567,0.643,0.619,0.753,0.626,0.69225,0.619666666666667,0.751,0.773,0.625333333333333,0.689,0.819,0.815,0.806,0.792,0.721,0.633,0.653,0.633,0.717916666666667,0.571333333333333,0.671666666666667,0.625333333333333,0.682166666666667,0.677,0.751,0.597333333333333,"X050085",29.07133333,4,"South",0.68475,0.639666666666667,0.671666666666667,0.781,0.646666666666667,18.9216666666667,20.5633333333333,20.1,17.6133333333333,17.41,20.25,21.5666666666667,21.63,19.0266666666667,18.7766666666667
"33",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X050103",29.84433333,2,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"34",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X040055",15.728,12,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"35",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X050099",11.465,13,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"36",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X040046",19.31,4,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"37",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X050263",18.89633333,6,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
"38",1959,17.8041666666667,17.83,16.6666666666667,16.04,16.99,17.6125,17.6125,16.4666666666667,0.69225,0.619666666666667,0.751,0.625333333333333,0.604,0.689,0.619,0.819,0.815,0.653,0.672416666666667,0.598666666666667,0.753666666666667,0.74,0.597333333333333,0.669,0.761,0.829,0.754,0.804,0.662,0.552,0.603,0.552,0.682166666666667,0.677,0.751,0.597333333333333,0.683416666666667,0.594,0.753666666666667,0.571,"X040019",23.06333333,5,"South",0.69225,0.619666666666667,0.751,0.773,0.625333333333333,18.8625,19.6833333333333,20.0333333333333,18.14,17.5933333333333,20.3958333333333,20.9366666666667,21.66,19.7866666666667,19.2
